"нарушение правил карантина и других вет. сан. правил"
"сокрытие падежа или массового заболевания животных"
"нарушение сроков вакцинации"
"отказ от вакцинации"
"отсутствие идентификации"
"отказ от идентифкации"
"нарушение правил/ порядка провоза"
"нарушение правил обращения с биологическими отходами"
