species.name;breeds.name (NOT NULL)
Обезьяны;Крысиный лемур (Cheirogaleus major)
Обезьяны;Крысиный лемур(Cheirogaleus crossleyi)
Обезьяны;Крысиный лемур(Cheirogaleus grovesi)
Обезьяны;Крысиный лемур(Cheirogaleus lavasoensis)
Обезьяны;Крысиный лемур(Cheirogaleus minusculus)
Обезьяны;Крысиный лемур(Cheirogaleus sibreei)
Обезьяны;Крысиный маки (Cheirogaleus major)
Обезьяны;Лангур (Presbytis chrysomelas)
Обезьяны;Лангур (Presbytis hosei)
Обезьяны;Лангур (Presbytis natunae)
Обезьяны;Лангур (Presbytis siamensis)
Обезьяны;Лангур (Presbytis thomasi)
Обезьяны;Лапундер (Macaca nemestrina)
Обезьяны;Ласковидный лемур (Lepilemur mustelinus)
Обезьяны;Лемур обыкновенный(Eulemur cinereiceps)
Обезьяны;Лемур обыкновенный(Eulemur collaris)
Обезьяны;Лемур обыкновенный(Eulemur flavifrons)
Обезьяны;Лемур обыкновенный(Eulemur rufifrons)
Обезьяны;Лемур Санфорда (Eulemur sanfordi)
Обезьяны;Лемур Эдвардса (Lepilemur edwardsi)
Обезьяны;Лепилемур(Lepilemur aeeclis)
Обезьяны;Лепилемур(Lepilemur ahmansonorum)
Обезьяны;Лепилемур(Lepilemur ankaranensis)
Обезьяны;Лепилемур(Lepilemur betsileo)
Обезьяны;Лепилемур(Lepilemur fleuretae)
Обезьяны;Лепилемур(Lepilemur grewcocki)
Обезьяны;Лепилемур(Lepilemur hollandorum)
Обезьяны;Лепилемур(Lepilemur hubbardi)
Обезьяны;Лепилемур(Lepilemur jamesi**
Обезьяны;Лепилемур(Lepilemur manasamody)
Обезьяны;Лепилемур(Lepilemur milanoii)
Обезьяны;Лепилемур(Lepilemur otto)
Обезьяны;Лепилемур(Lepilemur petteri)
Обезьяны;Лепилемур(Lepilemur randrianasoli)
Обезьяны;Лепилемур(Lepilemur sahamalazensis)
Обезьяны;Лепилемур(Lepilemur scottorum)
Обезьяны;Лепилемур(Lepilemur seali)
Обезьяны;Лепилемур(Lepilemur tymerlachsoni)
Обезьяны;Лепилемур(Lepilemur wrighti)
Обезьяны;"Лысый уакари (Cacajao calvus)	"
Обезьяны;Львинохвостый макак (Macaca silenus)
Обезьяны;Магот (Macaca sylvanus)
Обезьяны;Мадагаскарская руконожка (Daubentonia madagascariensis)
Обезьяны;Макак боннет (Macaca radiata)
Обезьяны;Макак Давида (Macaca thibetana)
Обезьяны;Макак резус (Macaca mulatta Zimmermann)
Обезьяны;Макака (Macaca hecki )
Обезьяны;Макака (Macaca munzala Sinha et al., 2005
Обезьяны;Макака (Macaca nigriscens)
Обезьяны;Макака (Macaca ochreata)
Обезьяны;Макак-крабоед Яванский макак (Macaca fascicularis)
Обезьяны;Малабарский гульман (Semnopithecus hypoleucos)
Обезьяны;Малая белоносая мартышка (Cercopithecus petaurista)
Обезьяны;Малбрук (Chlorocebus cynosurus)
Обезьяны;Малый лори (Nycticebus pygmaeus)
Обезьяны;Мангабей (Cercocebus sanjei)
Обезьяны;Мангустовый лемур (Eulemur mongoz)
Обезьяны;Мандрил (Mandrillus sphinx)
Обезьяны;Мартышка Аллена (Allenopithecus nigroviridis)
Обезьяны;Мартышка Бразза (Cercopithecus neglectus)
Обезьяны;Мартышка Вольфа (Cercopithecus wolfi)
Обезьяны;Мартышка дриас (Cercopithecus dryas)
Обезьяны;Мартышка Кемпбелла (Cercopithecus campbelli)
Обезьяны;Мартышка мона (Cercopithecus mona)
Обезьяны;Мартышка танталусская (Chlorocebus tantalus)
Обезьяны;Мартышка Шмидта (Cercopithecus ascanius)
Обезьяны;Мартышка(Cercopithecus denti)
Обезьяны;Мартышка(Cercopithecus doggetti)
Обезьяны;Мартышка(Cercopithecus kandti)
Обезьяны;Мартышка(Cercopithecus lomamiensis)
Обезьяны;Мартышка(Cercopithecus lowei)
Обезьяны;Мартышка(Cercopithecus preussi)
Обезьяны;Мартышка(Cercopithecus roloway)
Обезьяны;Мартышка(Cercopithecus sclateri)
Обезьяны;Мартышка-гусар Erythrocebus patas)
Обезьяны;Мартышка-диана (Cercopithecus diana)
Обезьяны;Медвежий макак (Macaca arctoides)
Обезьяны;Медвежий павиан (Papio ursinus)
Обезьяны;Медленный лори (Nycticebus coucang)
Обезьяны;Мелкозубый лемур (Lepilemur microdon)
Обезьяны;Ментавайский лангур (Presbytis potenziani)
Обезьяны;Мирикина (Aotus brumbacki)
Обезьяны;Мирикина (Aotus griseimembra)
Обезьяны;Мирикина (Aotus jorgehernandezi)
Обезьяны;Мирикина (Aotus zonalis)
Обезьяны;Мирикина Спикса (Aotus vociferans)
Обезьяны;Мышиный лемур (Microcebus arnholdi)
Обезьяны;Мышиный лемур (Microcebus berthae)
Обезьяны;Мышиный лемур (Microcebus bongolavensis)
Обезьяны;Мышиный лемур (Microcebus danfossi)
Обезьяны;Мышиный лемур (Microcebus gerpi)
Обезьяны;Мышиный лемур (Microcebus griseorufus)
Обезьяны;Мышиный лемур (Microcebus jollyae)
Обезьяны;Мышиный лемур (Microcebus lehilahytsara)
Обезьяны;Мышиный лемур (Microcebus lokobensis)
Обезьяны;Мышиный лемур (Microcebus lokobensis[)
Обезьяны;Мышиный лемур (Microcebus macarthurii)
Обезьяны;Мышиный лемур (Microcebus mamiratra)
Обезьяны;Мышиный лемур (Microcebus margotmarshae)
Обезьяны;Мышиный лемур (Microcebus marohita)
Обезьяны;Мышиный лемур (Microcebus mittermeieri)
Обезьяны;Мышиный лемур (Microcebus sambiranensis)
Обезьяны;Мышиный лемур (Microcebus simmonsi)
Обезьяны;Мышиный лемур (Microcebus tanosi)
Обезьяны;Мышиный лемур (Microcebus tavaratra)
Обезьяны;Мышиный лемур (Mirza zaza)
Обезьяны;Мышиный лемур Кокерела (Mirza coquereli )
Обезьяны;Немейский тонкотел (Pygathrix nemaeus)
Обезьяны;Носач (Nasalis larvatus) 
Обезьяны;Обыкновенная игрунка (Callithrix jacchus)
Обезьяны;Обыкновенная мирикина (Aotus trivirgatus)
Обезьяны;Обыкновенный капуцин (Cebus capucinus)
Обезьяны;Обыкновенный потто(Perodicticus potto) 
Обезьяны;Одноцветный симиас (Simias concolor)
Обезьяны;Отолемур
Обезьяны;Очковый тонкотел (Trachypithecus obscurus)
Обезьяны;Пагайская макака (Macaca pagensis)
Обезьяны;Панамская мирикина (Aotus lemurinus)
Обезьяны;Паукообразная обезьяна (Brachyteles arachnoides)
Обезьяны;Пегий тамарин (Saguinus bicolor)
Обезьяны;Перуанская коата (Ateles chamek)
Обезьяны;Перуанская мирикина (Aotus miconax)
Обезьяны;Пигатрикс (Pygathrix cinerea)
Обезьяны;Полосатый лангур (Presbytis femoralis)
Обезьяны;Прыткий мангабей (Cercocebus agilis)
Обезьяны;Пушистоухая игрунка (Callithrix aurita)
Обезьяны;Пушистый лемур
Обезьяны;Развилколобый фанер (Phaner furcifer )
Обезьяны;Ревун (Alouatta arctoidea)
Обезьяны;Ревун (Alouatta discolor)
Обезьяны;Ревун (Alouatta juara)
Обезьяны;Ревун (Alouatta puruensis)
Обезьяны;Ревун (Alouatta ululata)
Обезьяны;Рокселланов ринопитек (Rhinopithecus roxellana)
Обезьяны;Рондский галаго (Galago rondoensis)
Обезьяны;Рунгвецебус (Rungwecebus kipunji)
Обезьяны;Рыжебрюхий лемур (Eulemur rubriventer)
Обезьяны;Рыжеватая обезьяна (Brachyteles hypoxanthus)
Обезьяны;Рыжеспинный саймири (Saimiri oerstedii)
Обезьяны;Рыжеухая мартышка (Cercopithecus erythrotis)
Обезьяны;Рыжехвостая мартышка (Cercopithecus solatus)
Обезьяны;Рыжий лемур (Microcebus rufus)
Обезьяны;Рыжий ревун (Alouatta seniculus)
Обезьяны;Саки(Chiropotes chiropotes)
Обезьяны;Саки(Chiropotes israelita)
Обезьяны;Саки(Chiropotes utahickae)
Обезьяны;Светлый иглокоготный галаго (Euoticus pallidus)
Обезьяны;Северный свинохвостый макак (Macaca leonina)
Обезьяны;Северный тонкотелый лемур (Lepilemur septentrionalis)
Обезьяны;Сенегальский галаго (Galago senegalensis)
Обезьяны;Серая шерстистая обезьяна (Lagothrix cana)
Обезьяны;Серебристая шерстистая обезьяна (Lagothrix poeppigii) 
Обезьяны;Серебристый гиббон (Hylobates moloch)
Обезьяны;Сероватый лангур (Presbytis comata)
Обезьяны;Сероспинный лемур (Lepilemur dorsalis)
Обезьяны;Серый кроткий лемур (H. g. gilberti)
Обезьяны;Серый кроткий лемур (H. g. ranomafanensis)
Обезьяны;Серый кроткий лемур (Hapalemur griseus)
Обезьяны;Серый мышиный лемур (Microcebus murinus)
Обезьяны;Сиаманг (Symphalangus syndactylus)
Обезьяны;Сиберутская макака (Macaca siberu)
Обезьяны;Сифака (Propithecus candidus)
Обезьяны;Сифака (Propithecus coronatus)
Обезьяны;Сифака (Propithecus edwardsi)
Обезьяны;Сифака (Propithecus perrieri)
Обезьяны;Сифака Ван-дер-Декена (Propithecus deckenii)
Обезьяны;Сифака Верро (Propithecus verreauxi)
Обезьяны;Сифака Кокереля (Propithecus coquereli)
Обезьяны;Совинолицая мартышка (Cercopithecus hamlyni)
Обезьяны;Сомалийский галаго (Galago gallarum)
Обезьяны;Суматранский лангур (Presbytis melalophos)
Обезьяны;Суматранский орангутан (Pongo abelii)
Обезьяны;Тайваньский резус (Macaca cyclopis)
Обезьяны;Тамарин (Saguinus melanoleucus)
Обезьяны;Тамарин Грэлла (Saguinus graellsi)
Обезьяны;Тамарин Жоффруа (Saguinus geoffroyi)
Обезьяны;Тамарин Шварца (Saguinus inustus)
Обезьяны;Тамарин(Saguinus pileatus)
Обезьяны;Танский мангабей (Cercocebus galeritus)
Обезьяны;Тапанульский орангутан (Pongo tapanuliensis)
Обезьяны;Тити (Titi)
Обезьяны;Толстохвостый лемур (Cheirogaleus medius)
Обезьяны;Тонкий лори (L. lydekkerianus grandis)
Обезьяны;Тонкий лори(L. lydekkerianus lydekkerianus)
Обезьяны;Тонкий лори(L. lydekkerianus malabaricus)
Обезьяны;Тонкий лори(L. lydekkerianus nordicus)
Обезьяны;Тонкий лори(L. tardigradus nycticeboides)
Обезьяны;Тонкий лори(L. tardigradus tardigradus)
Обезьяны;Тонкинский гульман (Trachypithecus francoisi)
Обезьяны;Тонкинский ринопитек (Rhinopithecus avunculus)
Обезьяны;Тонкотел Барби (Trachypithecus barbei)
Обезьяны;Тонкский макак (Macaca tonkeana)
Обезьяны;Траурный капуцин (Cebus olivaceus)
Обезьяны;Увенчанный сифака (Propithecus coronatus)
Обезьяны;Усатая мартышка (Cercopithecus cephus)
Обезьяны;Усатый тамарин (Saguinus mystax)
Обезьяны;Фанерины (Phanerinae)
Обезьяны;Хохлатая игрунка (Callithrix flaviceps)
Обезьяны;Хохлатый индри (Propithecus verreauxi)
Обезьяны;Хохлатый павиан (Macaca nigra)
Обезьяны;Хохлатый тонкотел (Trachypithecus pileatus)
Обезьяны;Цейлонский макак (Macaca sinica)
Обезьяны;Целебесский макак (Macaca maura)
Обезьяны;Центральноамериканский ревун (Alouatta pigra)
Обезьяны;Чёрная львиная игрунка (Leontopithecus chrysopygus)
Обезьяны;Черноголовая мирикина (Aotus nigriceps)
Обезьяны;Черноголовый какажао (Cacajao ayresi)
Обезьяны;Черноголовый какажао (Cacajao hosomi)
Обезьяны;Черноголовый какажао (Cacajao melanocephalus)
Обезьяны;Черноголовый уакари (Cacajao melanocephalus)
Обезьяны;Чёрно-зелёная мартышка (Allenopithecus nigroviridis)
Обезьяны;Чернолапый тамарин (Saguinus niger)
Обезьяны;Чернолицая львиная игрунка (Leontopithecus caissara)
Обезьяны;Чернолобая коата (Ateles fusciceps)
Обезьяны;Черномордый шимпанзе (Pan troglodytes troglodytes)
Обезьяны;Черноногий тонкотел (Pygathrix nigripes)
Обезьяны;Чернорукий гиббон (Hylobates agilis)
Обезьяны;Черноспинный саки (Chiropotes satanas)
Обезьяны;Черноспинный тамарин (Saguinus nigricollis)
Обезьяны;Черноухая игрунка (Callithrix penicillata)
Обезьяны;Чёрный колобус (Colobus satanas) 
Обезьяны;Чёрный лемур (Eulemur macaco)
Обезьяны;Чёрный мангабей (Cercocebus atys)
Обезьяны;Чёрный мангобей (Lophocebus aterrimus)
Обезьяны;Чёрный ревун (Alouatta caraya)
Обезьяны;Чёрный ринопитек (Rhinopithecus bieti)
Обезьяны;Чёрный саймири (Saimiri vanzolini)
Обезьяны;Чёрный хохлатый гиббон (Nomascus concolor)
Обезьяны;Чубатая мартышка (Cercopithecus pogonias)
Обезьяны;Швейнфуртовский шимпанзе (Pan troglodytes schweinfurthii)
Обезьяны;Шерстистый лемур(Avahi betsileo)
Обезьяны;Шерстистый лемур(Avahi cleesei)
Обезьяны;Шерстистый лемур(Avahi meridionalis)
Обезьяны;Шерстистый лемур(Avahi mooreorum)
Обезьяны;Шерстистый лемур(Avahi peyrierasi
Обезьяны;Шерстистый лемур(Avahi ramanantsoavana)
Обезьяны;Шерстистый лемур(Avahi unicolor)
Обезьяны;Шимпанзе(Pan troglodytes vellerosus )
Обезьяны;Эдипов тамарин (Saguinus oedipus)
Обезьяны;Южный галаго (Galago moholi)
Обезьяны;Южный свинохвостый макак (Macaca nemestrina)
Обезьяны;Яванский лори (Nycticebus javanicus)
Обезьяны;Японский макак (Macaca fuscata)
Овцы;
Олени;
Паукообразные;
Птицы;Амазон
Птицы;Вишнёво-красный лорикет (Trichoglossus rubiginosus)
Птицы;Волнистый попугайчик (Melopsittacus undulatus)
Птицы;Ворон (Corvus corax)
Птицы;Голуби
Птицы;Джонстонов лорикет (Trichoglossus johnstoniae)
Птицы;Другая
Птицы;Жако, серый попугай (Psittacus erithacus)
Птицы;Желтоголовый лорикет (Trichoglossus euteles)
Птицы;Жёлто-зелёный лорикет (Trichoglossus flavoviridis)
Птицы;Какаду белохохлый
Птицы;Какаду желтохохлый
Птицы;Какаду желтохохлый тритон
Птицы;Какаду молуккский
Птицы;Какарики, Антиподский прыгающий попугай (Cyanoramphus unicolor)
Птицы;Какарики, Желтолобый прыгающий попугай (Cyanoramphus auriceps)
Птицы;Какарики, Краснолобый прыгающий попугай (Cyanoramphus novaezelandiae)
Птицы;Какарики, Новозеландский горный прыгающий попугай (Cyanoramphus malherbi)
Птицы;Корелла (Nymphicus hollandicus)
Птицы;Корелла Альбинос (Nymphicus hollandicus)
Птицы;Корелла белокрылый (Nymphicus hollandicus)
Птицы;Корелла Белый (Nymphicus hollandicus)
Птицы;Корелла жемчужно-серый (Nymphicus hollandicus)
Птицы;Корелла Лютино (Nymphicus hollandicus)
Птицы;Корелла светло-серый (Nymphicus hollandicus)
Птицы;Корелла темно-желтоватый (Nymphicus hollandicus)
Птицы;Корелла цвета корицы (Nymphicus hollandicus)
Птицы;Корелла чернокрылый (Nymphicus hollandicus)
Птицы;Корелла чёрный (Nymphicus hollandicus)
Птицы;Корелла шеки (Nymphicus hollandicus)
Птицы;Корелла шеки арлекин (Nymphicus hollandicus)
Птицы;Краснолицый неразлучник (Agapornis pullarius)
Птицы;Масковый неразлучник (Agapornis personatus)
Птицы;Многоцветный лорикет (Trichoglossus haematodus)
Птицы;Мускусный лорикет (Glossopsitta concinna)
Птицы;Неразлучник Лилианы (Agapornis lilianae)
Птицы;Неразлучник Фишера (Agapornis fischeri)
Птицы;Неразлучники (Agapornis)
Птицы;Обыкновенная сипуха (Tyto alba)
Птицы;Орлан-белохвост
Птицы;Ошейниковый неразлучник (Agapornis swindernianus)
Птицы;Попугай
Птицы;Розовощёкий неразлучник (Agapornis roseicollis)
Птицы;Сероголовый неразлучник (Agapornis canus)
Птицы;Страус (Struthio camelus)
Птицы;Украшенный лорикет (Trichoglossus ornatus)
Птицы;Утка Мандаринка
Птицы;Филин обыкновенный
Птицы;Чернокрылый неразлучник (Agapornis taranta)
Птицы;Чернощёкий неразлучник (Agapornis nigrigenis)
Птицы;Чешуйчатогрудый лорикет (Trichoglossus chlorolepidotus)
Пчелы;
Рептилии;Дальневосточная черепаха (Trionyx sinesis)
Рептилии;Другая
Рептилии;Кайман крокодиловый (Caiman crocodilus)
Рептилии;Кайман парагвайский (Caiman yacare)
Рептилии;Кайман широкомордый (Caiman latirostris)
Рептилии;Средиземноморская черепаха (Testudo graeca)
Рептилии;Тигровый питон
Рептилии;Черепаха
Рыбы;Другая
Свиньи;
Собаки; Другая
Собаки;Beagador (Beagle Labrador Mix)
Собаки;АВСТРАЛИЙСКАЯ ОВЧАРКА 
Собаки;Австралийский силки (шелковистый) терьер
Собаки;АВСТРАЛИЙСКИЙ ТЕРЬЕР 
Собаки;АВСТРАЛИЙСКИЙ ХИЛЕР 
Собаки;Австрийский гладкошерстный бракк
Собаки;Австрийский короткошерстный пинчер
Собаки;Азавак
Собаки;Аиди (атласская овчарка)
Собаки;Акбаш
Собаки;Акита-Ину
Собаки;Альпийский таксообразный бракк
Собаки;Аляскинский Кли Кай 
Собаки;АЛЯСКИНСКИЙ МАЛАМУТ 
Собаки;АЛЯСКИНСКИЙ ХАСКИ 
Собаки;Американская акита
Собаки;Американский Булли
Собаки;Американский бульдог
Собаки;Американский водяной спаниель
Собаки;Американский голый терьер
Собаки;АМЕРИКАНСКИЙ КОКЕР СПАНИЕЛЬ 
Собаки;Американский питбультерьер
Собаки;Американский Стаффордширский Терьер
Собаки;Американский фоксхаунд
Собаки;Английский бульдог
Собаки;АНГЛИЙСКИЙ КОКЕР СПАНИЕЛЬ 
Собаки;Английский мастиф (English Mastiff)
Собаки;АНГЛИЙСКИЙ СЕТТЕР 
Собаки;АНГЛИЙСКИЙ СПРИНГЕР СПАНИЕЛЬ 
Собаки;АНГЛИЙСКИЙ ТОЙ ТЕРЬЕР (ЧЕРНО-ПОДПАЛЫЙ) 
Собаки;Англо-французская короткохвостая гончая
Собаки;Аппенцеллер зенненхунд
Собаки;Аргентинский дог
Собаки;Ариежский бракк
Собаки;Артезиано-нормандский бассет
Собаки;Арьежуа
Собаки;АФГАНСКАЯ БОРЗАЯ 
Собаки;АФФЕНПИНЧЕР 
Собаки;Баварская следовая гончая
Собаки;Барбе
Собаки;БАСЕНДЖИ 
Собаки;Баскетмейкер
Собаки;Бассет д артуа
Собаки;БАССЕТ ХАУНД 
Собаки;БЕДЛИНГТОН ТЕРЬЕР 
Собаки;Белая швейцарская овчарка
Собаки;БЕЛЬГИЙСКАЯ ОВЧАРКА (грюнендаль) 
Собаки;БЕЛЬГИЙСКАЯ ОВЧАРКА (лакенуа) 
Собаки;БЕЛЬГИЙСКАЯ ОВЧАРКА (малинуа) 
Собаки;БЕЛЬГИЙСКАЯ ОВЧАРКА (тервюрен) 
Собаки;Бельгийский гриффон
Собаки;Бергамаскер
Собаки;Бернская низкорослая гончая
Собаки;БЕРНСКИЙ ЗЕННЕНХУНД 
Собаки;Беспородная
Собаки;Бивер
Собаки;Бивер - Йоркширский терьер
Собаки;БИГЛЬ 
Собаки;Бигль харриер
Собаки;Бийи
Собаки;Биро - Йоркшерский терьер (основной окрас черно-бело-золотой)
Собаки;БИШОН ФРИЗЕ 
Собаки;Бишон хаванез
Собаки;Бладхаунд (шьен де сен-юбер)
Собаки;Блю-лейси (blue lacy)
Собаки;Болонка
Собаки;Болонский Бишон (Болоньез)
Собаки;Большая англо-французская красно-пегая гончая
Собаки;Большая англо-французская трехцветная гончая
Собаки;Большая англо-французская черно-пегая гончая
Собаки;Большая голубая гасконская гончая
Собаки;Большой бретонский бассет-гриффон
Собаки;БОЛЬШОЙ ВАНДЕЙСКИЙ БАССЕТ-ГРИФОН 
Собаки;Большой гасконский сентонжуа
Собаки;БОЛЬШОЙ МЮНСТЕРЛЕНДЕР 
Собаки;Большой швейцарский зенненхунд
Собаки;БОРДЕР КОЛЛИ 
Собаки;БОРДЕР ТЕРЬЕР 
Собаки;Бордоский дог
Собаки;БОРОДАТАЯ КОЛЛИ 
Собаки;Босанский гонич
Собаки;БОСТОН ТЕРЬЕР 
Собаки;Бразильский терьер
Собаки;Бракк дюпюи
Собаки;Бретонский рыжеватый гриффон
Собаки;Бретонский спаниель (бело-оранжевый)
Собаки;Бретонский спаниель (других цветов)
Собаки;БРЕТОНСКИЙ ЭПАНЬОЛ 
Собаки;БРИАР 
Собаки;Брохолмер
Собаки;БРЮССЕЛЬСКИЙ ГРИФФОН 
Собаки;БУЛЬДОГ 
Собаки;Бульмастиф
Собаки;БУЛЬТЕРЬЕР 
Собаки;Бультерьер миниатюрный
Собаки;Бурбонский бракк
Собаки;Бургосский пойнтер
Собаки;Бурят-монгольский волкодав
Собаки;Вандейский гриффон брике
Собаки;ВАСТОГАСПЕТ 
Собаки;ВЕЙМАРАНЕР 
Собаки;Вельш корги
Собаки;Вельш корги кардиган
Собаки;Вельш корги пемброк
Собаки;ВЕЛЬШ СПРИНГЕР СПАНИЕЛЬ 
Собаки;ВЕЛЬШ ТЕРЬЕР 
Собаки;Венгерская жесткошерстная легавая
Собаки;ВЕНГЕРСКАЯ КОРОТКОШЕРСТНАЯ ЛЕГАВАЯ 
Собаки;ВЕСТ ХАЙЛЕНД ВАЙТ ТЕРЬЕР 
Собаки;Вестготашпиц
Собаки;Вестфальский таксообразный бракк
Собаки;Веттерхун (голландский водяной спаниель)
Собаки;Вольфшпиц
Собаки;Восточно-европейская овчарка
Собаки;Восточно-сибирская лайка
Собаки;Гальго эспаньоль (испанский гальго)
Собаки;Гаммель данск хонсехунд
Собаки;Ганноверская гончая
Собаки;Голдаст - Йоркширский терьер (основной окрас бело-золотой)
Собаки;Голландская овчарка (длинношерстная)
Собаки;Голландская овчарка (жесткошерстная)
Собаки;Голландская овчарка (короткошерстная)
Собаки;Голландский смаусхонд
Собаки;Голубой гасконский бассет
Собаки;Голубой гасконский гриффон
Собаки;Голубой пикардийский спаниель
Собаки;Гончая гамильтона
Собаки;Гончая шиллера
Собаки;Гос д атура катала (гладкошерстный)
Собаки;Гос д атура катала (длинношерстный)
Собаки;ГРЕЙХАУНД 
Собаки;Грёнландсхунд
Собаки;Гриффон
Собаки;Гриффон Кортальса
Собаки;ДАЛМАТИН 
Собаки;ДЕНДИ ДИНМОНТ ТЕРЬЕР 
Собаки;Джек-рассел-терьер
Собаки;ДИРХАУНД 
Собаки;Дирхунд
Собаки;Длинношёрстная немецкая овчарка
Собаки;Длинношерстный итальянский бракк
Собаки;Доберман
Собаки;Доберман-пинчер
Собаки;Древер
Собаки;Дрентская куропаточная собака
Собаки;Дункер (норвежская гончая)
Собаки;Емтхунд
Собаки;Западно-сибирская лайка
Собаки;ЗОЛОТИСТЫЙ РЕТРИВЕР 
Собаки;ИРЛАНДСКИЙ ВОДНЫЙ СПАНИЕЛЬ 
Собаки;ИРЛАНДСКИЙ ВОЛКОДАВ 
Собаки;ИРЛАНДСКИЙ ГЛЕН-ОФ-ИМААЛ ТЕРЬЕР 
Собаки;ИРЛАНДСКИЙ КРАСНЫЙ И БЕЛЫЙ СЕТТЕР 
Собаки;ИРЛАНДСКИЙ МЯГКОШЕРСТНЫЙ ПШЕНИЧНЫЙ ТЕРЬЕР 
Собаки;ИРЛАНДСКИЙ ТЕРЬЕР 
Собаки;ИРЛАНСКИЙ СЕТТЕР 
Собаки;Исландская сторожевая
Собаки;Испанский мастиф
Собаки;Истарский грубошерстный гонич
Собаки;Истарский мягкошерстный гонич
Собаки;ИТАЛЬЯНСКАЯ ЛЕВРЕТКА 
Собаки;Итальянский бракк (бело-оранжевый)
Собаки;Итальянский бракк (каштаново-чалый)
Собаки;Итальянский волпино
Собаки;Итальянский Кане корсо
Собаки;ИТАЛЬЯНСКИЙ СПИНОНЕ 
Собаки;ЙОРКШИРСКИЙ ТЕРЬЕР 
Собаки;КАВАЛЕР КИНГ ЧАРЛЗ СПАНИЕЛЬ 
Собаки;Кавказская овчарка
Собаки;Каи
Собаки;Канарский дог
Собаки;Кане корсо
Собаки;Као да серра да эстрела (гладкошерстная)
Собаки;Као да серра да эстрела (длинношерстная)
Собаки;Као де кастро лаборейро
Собаки;Карело-Финская лайка
Собаки;Карельская лайка
Собаки;Карельская медвежья собака
Собаки;Карликовый пинчер
Собаки;Каролинская собака (Carolina Dog)
Собаки;Келпи
Собаки;Кентуккская шелл хип
Собаки;КЕРН ТЕРЬЕР 
Собаки;Керн-терьер
Собаки;КЕРРИ БЛЮ ТЕРЬЕР 
Собаки;КИНГ ЧАРЛЗ СПАНИЕЛЬ 
Собаки;КИТАЙСКАЯ ХОХЛАТАЯ СОБАКА 
Собаки;Кишу
Собаки;КЛАМБЕР СПАНИЕЛЬ 
Собаки;Кобан кёпежи (анатолийская овчарка)
Собаки;Кокерхонде
Собаки;КОЛЛИ ДЛИННОШЕРСТНЫЙ 
Собаки;КОЛЛИ КОРОТКОШЕРСТНЫЙ 
Собаки;Комондор
Собаки;КОНТИНЕНТАЛЬНЫЙ ТОЙ СПАНИЕЛЬ 
Собаки;КОНТИНЕНТАЛЬНЫЙ ТОЙ СПАНИЕЛЬ ФАЛЕН
Собаки;Корейский джиндо
Собаки;Короткошерстный итальянский бракк
Собаки;Котон де туло
Собаки;Краски овчар
Собаки;Кромфорлендер
Собаки;Кувас
Собаки;КУРЧАВОШЕРСТНЫЙ РЕТРИВЕР 
Собаки;Кэрн терьер
Собаки;Лабрадор
Собаки;Лабрадор-ретривер
Собаки;Лангхаар (немецкая длинношерстная легавая)
Собаки;Ландзеер - европейский континентальный тип
Собаки;Лапинпорокойра
Собаки;ЛЕЙКЛЕНД ТЕРЬЕР 
Собаки;ЛЕОНБЕРГЕР 
Собаки;ЛХАССКИЙ АПСО 
Собаки;Мадьяр-агар (венгерская борзая)
Собаки;Малая голубая гасконская гончая
Собаки;МАЛАЯ ЛЬВИНАЯ СОБАЧКА (ЛЕВХЕН) 
Собаки;Малая мюнстерлендерская легавая
Собаки;Малый бретонский бассет-гриффон
Собаки;МАЛЫЙ ВАНДЕЙСКИЙ БАССЕТ-ГРИФОН 
Собаки;Малый гасконский сентонжуа
Собаки;Мальорский мастиф (Ca de Bou)
Собаки;МАЛЬТЕЗЕ 
Собаки;МАНЧЕСТЕР ТЕРЬЕР 
Собаки;Маремма-абрутская овчарка
Собаки;Мареммано-абруццен
Собаки;Мастин де лос пиренеос
Собаки;Мастино-наполетано
Собаки;Мастиф
Собаки;Мексиканская голая собака (миниатюрная)
Собаки;Мексиканская голая собака (средняя)
Собаки;Мексиканская голая собака (стандартная)
Собаки;Метис
Собаки;Миттельшнауцер
Собаки;МОПС 
Собаки;Московская сторожевая
Собаки;Муди
Собаки;НЕМЕЦКАЯ ОВЧАРКА 
Собаки;Немецкая перепелиная собаки
Собаки;НЕМЕЦКИЙ БОКСЕР 
Собаки;Немецкий бракк
Собаки;НЕМЕЦКИЙ ДОГ 
Собаки;НЕМЕЦКИЙ ДРАТХААР 
Собаки;НЕМЕЦКИЙ КУРЦХААР 
Собаки;Немецкий пинчер
Собаки;НЕМЕЦКИЙ ШПИЦ 
Собаки;Немецкий ягд-терьер
Собаки;Нивернесский гриффон
Собаки;Новошотландский утиный ретривер
Собаки;Норботеншпиц
Собаки;НОРВЕЖСКИЙ БУХУНД 
Собаки;НОРВЕЖСКИЙ ЭЛЬГХУНД 
Собаки;НОРВИЧ ТЕРЬЕР 
Собаки;Норск лундехунд
Собаки;Норск элгхунд гра (серый)
Собаки;Норск элгхунд сорт (черный)
Собаки;НОРФОЛК ТЕРЬЕР 
Собаки;НЬЮФАУНДЛЕНД 
Собаки;Овернский бракк
Собаки;Ойразиер
Собаки;ОТТЕРХАУНД 
Собаки;Папильон (папийон) 
Собаки;Парсон-рассел-терьер
Собаки;Паттердейл-терьер
Собаки;ПЕКИНЕС 
Собаки;Перро де пастор маллоркин (длинношерстный)
Собаки;Перро де пастор маллоркин (короткошерстный)
