"ЭГОЦИН® L.A. (EGOCIN® L.A.) раствор д/инъекций";"KRKA d.d., Novo Mesto (Словения)";"KRKA d.d., Novo Mesto (Словения)";"КРКА, фармацевтический завод, д.д., Ново место АО (Словения)"
"ФЛУБАКТИН® 10% (FLUBACTIN® 10%)";"KRKA d.d., Novo Mesto (Словения)";"KRKA d.d., Novo Mesto (Словения)";"КРКА, фармацевтический завод, д.д., Ново место АО (Словения)"
"ФЛИМАБЕНД (FLIMABEND)";"KRKA d.d., Novo Mesto (Словения)";"KRKA d.d., Novo Mesto (Словения)";"КРКА, фармацевтический завод, д.д., Ново место АО (Словения)"
"ФИПРИСТ® СПОТ ОН (FYPRYST® SPOT ON) раствор д/наружного применения";"KRKA d.d., Novo Mesto (Словения)";"KRKA d.d., Novo Mesto (Словения)";"КРКА, фармацевтический завод, д.д., Ново место АО (Словения)"
"ЭНРОКСИЛ® МАКС (ENROXIL® MAX) раствор д/инъекций";"KRKA d.d., Novo Mesto (Словения)";"KRKA d.d., Novo Mesto (Словения)";"КРКА, фармацевтический завод, д.д., Ново место АО (Словения)"
"ГЕНТАМИЦИН ПОРОШОК (GENTAMICIN PULVIS)";"KRKA d.d., Novo Mesto (Словения)";"KRKA d.d., Novo Mesto (Словения)";"КРКА, фармацевтический завод, д.д., Ново место АО (Словения)"
"ТИАВАЛТ® (TYAWALT®)";"KRKA d.d., Novo Mesto (Словения)";"KRKA d.d., Novo Mesto (Словения)";"КРКА, фармацевтический завод, д.д., Ново место АО (Словения)"
"РИКАРФА® ТАБЛЕТКИ СО ВКУСОМ МЯСА (RYCARFA® TABLETS WITH MEAT FLAVOUR) 20 мг";"KRKA d.d., Novo Mesto (Словения)";"KRKA d.d., Novo Mesto (Словения)";"КРКА, фармацевтический завод, д.д., Ново место АО (Словения)"
"РИКАРФА® ТАБЛЕТКИ СО ВКУСОМ МЯСА (RYCARFA® TABLETS WITH MEAT FLAVOUR) 50 мг";"KRKA d.d., Novo Mesto (Словения)";"KRKA d.d., Novo Mesto (Словения)";"КРКА, фармацевтический завод, д.д., Ново место АО (Словения)"
"РИКАРФА® ТАБЛЕТКИ СО ВКУСОМ МЯСА (RYCARFA® TABLETS WITH MEAT FLAVOUR) 100 мг";"KRKA d.d., Novo Mesto (Словения)";"KRKA d.d., Novo Mesto (Словения)";"КРКА, фармацевтический завод, д.д., Ново место АО (Словения)"
"МИЗОКСИН (MISOXIN)";"Eurovet Animal Health BV (Нидерланды)";"Eurovet Animal Health BV (Нидерланды)";"КРКА, фармацевтический завод, д.д., Ново место АО (Словения)"
"МАРФЛОКСИН® 10% РАСТВОР ДЛЯ ИНЪЕКЦИЙ (MARFLOXIN® 10% SOLUTION FOR INJECTION) раствор д/инъекций";"KRKA d.d., Novo Mesto (Словения)";"KRKA d.d., Novo Mesto (Словения)";"КРКА, фармацевтический завод, д.д., Ново место АО (Словения)"
"МАРФЛОКСИН® 2% РАСТВОР ДЛЯ ИНЪЕКЦИЙ (MARFLOXIN® 2% SOLUTION FOR INJECTION) раствор д/инъекций";"KRKA d.d., Novo Mesto (Словения)";"KRKA d.d., Novo Mesto (Словения)";"КРКА, фармацевтический завод, д.д., Ново место АО (Словения)"
"МАРФЛОКСИН® ТАБЛЕТКИ (MARFLOXIN® TABLETS) 5 мг";"KRKA d.d., Novo Mesto (Словения)";"KRKA d.d., Novo Mesto (Словения)";"КРКА, фармацевтический завод, д.д., Ново место АО (Словения)"
"МАРФЛОКСИН® ТАБЛЕТКИ (MARFLOXIN® TABLETS) 20 мг";"KRKA d.d., Novo Mesto (Словения)";"KRKA d.d., Novo Mesto (Словения)";"КРКА, фармацевтический завод, д.д., Ново место АО (Словения)"
"МАРФЛОКСИН® ТАБЛЕТКИ (MARFLOXIN® TABLETS) 80 мг";"KRKA d.d., Novo Mesto (Словения)";"KRKA d.d., Novo Mesto (Словения)";"КРКА, фармацевтический завод, д.д., Ново место АО (Словения)"
"АМАТИБ 80% ВОДОРАСТВОРИМЫЙ ПОРОШОК (AMATIB 80% WATER SOLUBLE POWDER)";"KRKA d.d., Novo Mesto (Словения)";"FRIULCHEM S.p.A. (Италия)";"КРКА, фармацевтический завод, д.д., Ново место АО (Словения)"
"ДЕХИНЕЛ® ПЛЮС (DEHINEL® PLUS)";"KRKA d.d., Novo Mesto (Словения)";"KRKA d.d., Novo Mesto (Словения)";"КРКА, фармацевтический завод, д.д., Ново место АО (Словения)"
"ДЕХИНЕЛ® ПЛЮС ТАБЛЕТКИ СО ВКУСОМ МЯСА (DEHINEL® PLUS TABLETS WITH MEAT FLAVOUR)";"KRKA d.d., Novo Mesto (Словения)";"KRKA d.d., Novo Mesto (Словения)";"КРКА, фармацевтический завод, д.д., Ново место АО (Словения)"
"ТОЛТАРОКС® (TOLTAROX®)";"KRKA d.d., Novo Mesto (Словения)";"KRKA d.d., Novo Mesto (Словения)";"КРКА, фармацевтический завод, д.д., Ново место АО (Словения)"
"ЛАВЕТА СУПЕР ДЛЯ СОБАК (LAVETA SUPER FOR DOG) жидкость";"Beaphar Eastern Europe s.r.o. (Чешская Республика)";"Beaphar B.V. (Нидерланды)";"БИФОР ПЛЮС ООО (Россия)"
"ЭКОЦИД С (ECOCID S)";"KRKA d.d., Novo Mesto (Словения)";"KRKA d.d., Novo Mesto (Словения)";"КРКА, фармацевтический завод, д.д., Ново место АО (Словения)"
"ЭКОЦИД (ECOCID)";"KRKA d.d., Novo Mesto (Словения)";"KRKA d.d., Novo Mesto (Словения)";"КРКА, фармацевтический завод, д.д., Ново место АО (Словения)"
"КАПЛИ VERMICON LINE-ON-IMMOSHIELD ОТ ПАРАЗИТОВ (ANTIPARASITIC DROPS VERMICON LINE-ON-IMMOSHIELD) капли";"Beaphar Eastern Europe s.r.o. (Чешская Республика)";"BEAPHAR B.V. (Нидерланды)";"БИФОР ПЛЮС ООО (Россия)"
"ЛАКТИС ЗОО (LACTIS ZOO) жидкость";"B&S Corporation Co. Ltd. (Япония)";"B&S Corporation Co. Ltd. (Япония)";"Би энд Эс Корпорейшн Ко. Лтд. (Япония)"
"ВОЛЬВАК® AE+FP MLV (VOLVAC® AE+FP MLV) лиофилизат д/пригот. р-ра д/инъекций";"BOEHRINGER INGELHEIM VETMEDICA GmbH (Германия)";"BOEHRINGER INGELHEIM VETMEDICA, S.A. de C.V. (Мексика)";"БЕРИНГЕР ИНГЕЛЬХАЙМ ООО (Россия)"
"ЭНТЕРИЗОЛ® ИЛЕИТИС (ENTERISOL® ILEITIS)";"BOEHRINGER INGELHEIM VETMEDICA GmbH (Германия)";"BOEHRINGER INGELHEIM VETMEDICA, Inc. (США)";"БЕРИНГЕР ИНГЕЛЬХАЙМ ООО (Россия)"
"ВЕТМЕДИН® капсулы (VETMEDIN® capsules) капсулы 1.25 мг";"BOEHRINGER INGELHEIM VETMEDICA GmbH (Германия)";"KLOCKE PHARMA-SERVICE GmbH (Германия)";"БЕРИНГЕР ИНГЕЛЬХАЙМ ООО (Россия)"
"ВЕТМЕДИН® капсулы (VETMEDIN® capsules) капсулы 2.5 мг";"BOEHRINGER INGELHEIM VETMEDICA GmbH (Германия)";"KLOCKE PHARMA-SERVICE GmbH (Германия)";"БЕРИНГЕР ИНГЕЛЬХАЙМ ООО (Россия)"
"ВЕТМЕДИН® капсулы (VETMEDIN® capsules) капсулы 5 мг";"BOEHRINGER INGELHEIM VETMEDICA GmbH (Германия)";"KLOCKE PHARMA-SERVICE GmbH (Германия)";"БЕРИНГЕР ИНГЕЛЬХАЙМ ООО (Россия)"
"ВЕТМЕДИН® капсулы (VETMEDIN® capsules) капсулы 10 мг";"BOEHRINGER INGELHEIM VETMEDICA GmbH (Германия)";"KLOCKE PHARMA-SERVICE GmbH (Германия)";"БЕРИНГЕР ИНГЕЛЬХАЙМ ООО (Россия)"
"ВЕТМЕДИН® (VETMEDIN®) 1.25 мг";"BOEHRINGER INGELHEIM VETMEDICA GmbH (Германия)";"BOEHRINGER INGELHEIM PROMECO, S.A. de C.V. (Мексика)";"БЕРИНГЕР ИНГЕЛЬХАЙМ ООО (Россия)"
"ВЕТМЕДИН® (VETMEDIN®) 2.5 мг";"BOEHRINGER INGELHEIM VETMEDICA GmbH (Германия)";"BOEHRINGER INGELHEIM PROMECO, S.A. de C.V. (Мексика)";"БЕРИНГЕР ИНГЕЛЬХАЙМ ООО (Россия)"
"ВЕТМЕДИН® (VETMEDIN®) 5 мг";"BOEHRINGER INGELHEIM VETMEDICA GmbH (Германия)";"BOEHRINGER INGELHEIM PROMECO, S.A. de C.V. (Мексика)";"БЕРИНГЕР ИНГЕЛЬХАЙМ ООО (Россия)"
"ХЕЛАВИТ С (HELAVIT C) раствор";"ЮПИТЕР ООО (Россия)";"ЮПИТЕР ООО (Россия)";"ЮПИТЕР ООО (Россия)"
"ХЕЛАВИТ РАСТВОР ДЛЯ ИНЪЕКЦИЙ (HELAVITUM SOLUTION PRO INJECTIONIBUS) раствор д/инъекций";"ЮПИТЕР ООО (Россия)";"ЮПИТЕР ООО (Россия)";"ЮПИТЕР ООО (Россия)"
"ХЕЛАВИТ В (HELAVIT B) раствор";"ЮПИТЕР ООО (Россия)";"ЮПИТЕР ООО (Россия)";"ЮПИТЕР ООО (Россия)"
"ХЕЛАВИТ А (HELAVIT A) раствор";"ЮПИТЕР ООО (Россия)";"ЮПИТЕР ООО (Россия)";"ЮПИТЕР ООО (Россия)"
"БЕАФАР ОШЕЙНИК ИНСЕКТОАКАРИЦИДНЫЙ ДЛЯ КОШЕК (BEAPHAR FLEA & TICK COLLAR FOR CAT)";"BEAPHAR B.V. (Нидерланды)";"BEAPHAR B.V. (Нидерланды)";"БИФОР ПЛЮС ООО (Россия)"
"БЕАФАР ОШЕЙНИК ИНСЕКТОАКАРИЦИДНЫЙ ДЛЯ СОБАК (BEAPHAR FLEA & TICK COLLAR FOR DOG)";"BEAPHAR B.V. (Нидерланды)";"BEAPHAR B.V. (Нидерланды)";"БИФОР ПЛЮС ООО (Россия)"
"БЕАФАР ОШЕЙНИК ИНСЕКТОАКАРИЦИДНЫЙ ДЛЯ СОБАК И КОШЕК С.О.С. (BEAPHAR FLEA & TICK COLLAR FOR DOG AND CAT S.O.S.)";"BEAPHAR B.V. (Нидерланды)";"BEAPHAR B.V. (Нидерланды)";"БИФОР ПЛЮС ООО (Россия)"
"ЭНРОМАГ® (ENROMAG) раствор д/инъекций 50 мг";"МОСАГРОГЕН ЗАО (Россия)";"МОСАГРОГЕН ЗАО (Россия)";"МОСАГРОГЕН ЗАО (Россия)"
"ЭНРОМАГ® (ENROMAG) раствор д/инъекций 100 мг";"МОСАГРОГЕН ЗАО (Россия)";"МОСАГРОГЕН ЗАО (Россия)";"МОСАГРОГЕН ЗАО (Россия)"
"ЭНДОМЕТРАМАГ-БИО® (ENDOMETRAMAG-BIO)";"МОСАГРОГЕН ЗАО (Россия)";"МОСАГРОГЕН ЗАО (Россия)";"МОСАГРОГЕН ЗАО (Россия)"
"ЦИПРОМАГ®-О (CIPROMAG-O)";"МОСАГРОГЕН ЗАО (Россия)";"МОСАГРОГЕН ЗАО (Россия)";"МОСАГРОГЕН ЗАО (Россия)"
"ЦЕФТИМАГ® (CEFTIMAG) сусп. д/инъекций";"МОСАГРОГЕН ЗАО (Россия)";"МОСАГРОГЕН ЗАО (Россия)";"МОСАГРОГЕН ЗАО (Россия)"
"ФОЛЛИМАГ® (FOLLIMAG) лиофилизат д/пригот. р-ра д/инъекций 500";"МОСАГРОГЕН ЗАО (Россия)";"МОСАГРОГЕН ЗАО (Россия)";"МОСАГРОГЕН ЗАО (Россия)"
"ФОЛЛИМАГ® (FOLLIMAG) лиофилизат д/пригот. р-ра д/инъекций 1000";"МОСАГРОГЕН ЗАО (Россия)";"МОСАГРОГЕН ЗАО (Россия)";"МОСАГРОГЕН ЗАО (Россия)"
"СУПРИМИЦИН® (SUPRIMYCIN) раствор д/инъекций";"МОСАГРОГЕН ЗАО (Россия)";"МОСАГРОГЕН ЗАО (Россия)";"МОСАГРОГЕН ЗАО (Россия)"
"ПНЕВМОСТОП® (PNEUMOSTOP) раствор д/инъекций";"МОСАГРОГЕН ЗАО (Россия)";"МОСАГРОГЕН ЗАО (Россия)";"МОСАГРОГЕН ЗАО (Россия)"
"ПИГУЛИН® (PIGULIN®) 1 доза";"МОСАГРОГЕН ЗАО (Россия)";"МОСАГРОГЕН ЗАО (Россия)";"МОСАГРОГЕН ЗАО (Россия)"
"ПИГУЛИН® (PIGULIN®) 5 доз";"МОСАГРОГЕН ЗАО (Россия)";"МОСАГРОГЕН ЗАО (Россия)";"МОСАГРОГЕН ЗАО (Россия)"
"МИКСОФЕРОН® РАСТВОР ДЛЯ ИНЪЕКЦИЙ (MIXOFERON® SOLUTIO PRO INJECTIONIBUS) раствор д/инъекций 5 доз";"МОСАГРОГЕН ЗАО (Россия)";"МОСАГРОГЕН ЗАО (Россия)";"МОСАГРОГЕН ЗАО (Россия)"
"МИКСОФЕРОН® РАСТВОР ДЛЯ ИНЪЕКЦИЙ (MIXOFERON® SOLUTIO PRO INJECTIONIBUS) раствор д/инъекций 10 доз";"МОСАГРОГЕН ЗАО (Россия)";"МОСАГРОГЕН ЗАО (Россия)";"МОСАГРОГЕН ЗАО (Россия)"
"МЕТРАМАГ® (METRAMAG) раствор д/инъекций";"МОСАГРОГЕН ЗАО (Россия)";"МОСАГРОГЕН ЗАО (Россия)";"МОСАГРОГЕН ЗАО (Россия)"
"МАГЭСТРОФАН® (MAGESTROFAN) раствор д/инъекций";"МОСАГРОГЕН ЗАО (Россия)";"МОСАГРОГЕН ЗАО (Россия)";"МОСАГРОГЕН ЗАО (Россия)"
"МАГКОЛИСТИН® (MAGCOLISTIN) раствор д/перорального применения";"МОСАГРОГЕН ЗАО (Россия)";"МОСАГРОГЕН ЗАО (Россия)";"МОСАГРОГЕН ЗАО (Россия)"
"КОМУЛИН (COMULIN) раствор д/инъекций";"МОСАГРОГЕН ЗАО (Россия)";"МОСАГРОГЕН ЗАО (Россия)";"МОСАГРОГЕН ЗАО (Россия)"
"ДОКСИМАГ®-О (DOXYMAG-O)";"МОСАГРОГЕН ЗАО (Россия)";"МОСАГРОГЕН ЗАО (Россия)";"МОСАГРОГЕН ЗАО (Россия)"
"БРОМКОЛИН®-О (BROMCOLIN-O) раствор д/перорального применения";"МОСАГРОГЕН ЗАО (Россия)";"МОСАГРОГЕН ЗАО (Россия)";"МОСАГРОГЕН ЗАО (Россия)"
"БАКТИМАГ-О® (BACTIMAG-O) раствор д/перорального применения";"МОСАГРОГЕН ЗАО (Россия)";"МОСАГРОГЕН ЗАО (Россия)";"МОСАГРОГЕН ЗАО (Россия)"
"АЦИЛОМАГ® (ACILOMAG) сусп. д/инъекций";"МОСАГРОГЕН ЗАО (Россия)";"МОСАГРОГЕН ЗАО (Россия)";"МОСАГРОГЕН ЗАО (Россия)"
"АМОКСИМАГ® (AMOXIMAG) сусп. д/инъекций";"МОСАГРОГЕН ЗАО (Россия)";"МОСАГРОГЕН ЗАО (Россия)";"МОСАГРОГЕН ЗАО (Россия)"
"АРГУМИСТИН® (ARGUMISTIN®) раствор д/приема внутрь и местного применения 0.001%";"НАНОБИОТЕХ ООО (Россия)";"ЭКОХИМТЕХ ООО (Россия)";"АЛВИТА ООО (Россия)"
"АРГУМИСТИН® (ARGUMISTIN®) раствор д/приема внутрь и местного применения 0.005%";"НАНОБИОТЕХ ООО (Россия)";"ЭКОХИМТЕХ ООО (Россия)";"АЛВИТА ООО (Россия)"
"ЭЛЬВИТА-УДИВИТ (ALVITA-UDIVIT)";"АЛВИТА ООО (Россия)";"ЭКОХИМТЕХ ООО (Россия)";"АЛВИТА ООО (Россия)"
"СОМАТИК-ЭКСПЕРТ (SOMATIC-EXPERT)";"НПЦ БелАгроГен ООО (Республика Беларусь)";"НПЦ БелАгроГен ООО (Республика Беларусь)";"НПЦ БелАгроГен ООО (Республика Беларусь)"
"ЦИФЛОН (CIFLON) раствор д/наружного применения";"НПЦ БелАгроГен ООО (Республика Беларусь)";"НПЦ БелАгроГен ООО (Республика Беларусь)";"НПЦ БелАгроГен ООО (Республика Беларусь)"
"ФЛУКСИРОЛ (FLUXIROL) раствор д/инъекций";"НПЦ БелАгроГен ООО (Республика Беларусь)";"НПЦ БелАгроГен ООО (Республика Беларусь)";"НПЦ БелАгроГен ООО (Республика Беларусь)"
"ТЕТРАВИТФЕРОН-Б (TETRAVITFERON-B) раствор д/инъекций";"НПЦ БелАгроГен ООО (Республика Беларусь)";"НПЦ БелАгроГен ООО (Республика Беларусь)";"НПЦ БелАгроГен ООО (Республика Беларусь)"
"УТЕРОФУР (UTEROFUR) сусп. д/инъекций";"НПЦ БелАгроГен ООО (Республика Беларусь)";"НПЦ БелАгроГен ООО (Республика Беларусь)";"НПЦ БелАгроГен ООО (Республика Беларусь)"
"РЕЦЕФУР (RECEFUR) сусп. д/инъекций";"НПЦ БелАгроГен ООО (Республика Беларусь)";"НПЦ БелАгроГен ООО (Республика Беларусь)";"НПЦ БелАгроГен ООО (Республика Беларусь)"
"ПЕНОЦЕФУР (PENOCEFUR)";"НПЦ БелАгроГен ООО (Республика Беларусь)";"НПЦ БелАгроГен ООО (Республика Беларусь)";"НПЦ БелАгроГен ООО (Республика Беларусь)"
"ИНТЕРФЕРОН СВИНОЙ РЕКОМБИНАНТНЫЙ (RECOMBINANT PORCINE INTERFERON) раствор д/инъекций";"НПЦ БелАгроГен ООО (Республика Беларусь)";"НПЦ БелАгроГен ООО (Республика Беларусь)";"НПЦ БелАгроГен ООО (Республика Беларусь)"
"ИНТЕРФЕРОН БЫЧИЙ РЕКОМБИНАНТНЫЙ (RECOMBINANT BOVINE INTERFERON) раствор д/инъекций";"НПЦ БелАгроГен ООО (Республика Беларусь)";"НПЦ БелАгроГен ООО (Республика Беларусь)";"НПЦ БелАгроГен ООО (Республика Беларусь)"
"ДЕКТОМЕКТИН (DECTOMECTIN) раствор д/инъекций";"НПЦ БелАгроГен ООО (Республика Беларусь)";"НПЦ БелАгроГен ООО (Республика Беларусь)";"НПЦ БелАгроГен ООО (Республика Беларусь)"
"ФЕЛИФЕРОН® РАСТВОР ДЛЯ ИНЪЕКЦИЙ (SOLUTIO FELIFERONI PRO INJECTIONIBUS) раствор д/инъекций";"НТЦ БиоИнвест ООО (Россия)";"НТЦ БиоИнвест ООО (Россия)";"НТЦ БиоИнвест ООО (Россия)"
"БЕЛКОХЕЛП (BELKOHELP) порошок: , 0.01 %, 0.1 %, 0.17 %, 0.3 %";"БЕЛКОМ ООО (Россия)";"БЕЛКОМ ООО (Россия)";"БЕЛКОМ ООО (Россия)"
"БЕЛКОХЕЛП (BELKOHELP) порошок: 0.01 %, 0.1 %, 0.17 %, 93.5 %";"БЕЛКОМ ООО (Россия)";"БЕЛКОМ ООО (Россия)";"БЕЛКОМ ООО (Россия)"
"8 В 1 ЭКСЕЛЬ ДЕТЕР (8 IN 1 EXCEL DETER) таб.";"TETRA GmbH (Германия)";"8 in 1 Pet Products GmbH (Германия)";"8 in 1 Pet Products GmbH (Германия)"
"МЕТАКАМ® (METACAM®) раствор д/инъекций";"BOEHRINGER INGELHEIM VETMEDICA GmbH (Германия)";"LABIANA LIFE SCIENCES S.A. (Испания)";"БЕРИНГЕР ИНГЕЛЬХАЙМ ООО (Россия)"
"КУСТОВАК® D (CUSTOVAC® D)";"BOEHRINGER INGELHEIM VETMEDICA GmbH (Германия)";"BOEHRINGER INGELHEIM VETMEDICA, S.A. de C.V. (Мексика)";"БЕРИНГЕР ИНГЕЛЬХАЙМ ООО (Россия)"
"ИНГЕЛЬВАК® АУЕСКИ MLV (INGELVAC® AUJESZKY MLV)";"BOEHRINGER INGELHEIM VETMEDICA GmbH (Германия)";"BOEHRINGER INGELHEIM VETMEDICA, Inc. (США)";"БЕРИНГЕР ИНГЕЛЬХАЙМ ООО (Россия)"
"ИНГЕЛЬВАК® HP-1 (INGELVAC® HP-1)";"BOEHRINGER INGELHEIM VETMEDICA GmbH (Германия)";"BOEHRINGER INGELHEIM VETMEDICA, Inc. (США)";"БЕРИНГЕР ИНГЕЛЬХАЙМ ООО (Россия)"
"ИНГЕЛЬВАК® APPX (INGELVAC® APPX)";"BOEHRINGER INGELHEIM VETMEDICA GmbH (Германия)";"BOEHRINGER INGELHEIM VETMEDICA, S.A. de C.V. (Мексика)";"БЕРИНГЕР ИНГЕЛЬХАЙМ ООО (Россия)"
"ИНГЕЛЬВАК ЦиркоФЛЕКС® (INGELVAC CircoFLEX®)";"BOEHRINGER INGELHEIM VETMEDICA GmbH (Германия)";"BOEHRINGER INGELHEIM VETMEDICA, Inc. (США)";"БЕРИНГЕР ИНГЕЛЬХАЙМ ООО (Россия)"
"ИНГЕЛЬВАК МикоФЛЕКС® (INGELVAC MycoFLEX®)";"BOEHRINGER INGELHEIM VETMEDICA GmbH (Германия)";"BOEHRINGER INGELHEIM VETMEDICA, Inc. (США)";"БЕРИНГЕР ИНГЕЛЬХАЙМ ООО (Россия)"
"ВОЛЬВАК® АС Плюс+ND+IB+EDS KV (VOLVAC® AC Plus+ND+IB+EDS KV)";"BOEHRINGER INGELHEIM VETMEDICA GmbH (Германия)";"BOEHRINGER INGELHEIM VETMEDICA, S.A. de C.V. (Мексика)";"БЕРИНГЕР ИНГЕЛЬХАЙМ ООО (Россия)"
"ВОЛЬВАК® АС Плюс (VOLVAC® AC Plus)";"BOEHRINGER INGELHEIM VETMEDICA GmbH (Германия)";"BOEHRINGER INGELHEIM VETMEDICA, S.A. de C.V. (Мексика)";"БЕРИНГЕР ИНГЕЛЬХАЙМ ООО (Россия)"
"ВОЛЬВАК® ND+IB+EDS KV (VOLVAC® ND+IB+EDS KV)";"BOEHRINGER INGELHEIM VETMEDICA GmbH (Германия)";"BOEHRINGER INGELHEIM VETMEDICA, S.A. de C.V. (Мексика)";"БЕРИНГЕР ИНГЕЛЬХАЙМ ООО (Россия)"
"ВОЛЬВАК® ND LaSota MLV (VOLVAC® ND LaSota MLV)";"BOEHRINGER INGELHEIM VETMEDICA GmbH (Германия)";"BOEHRINGER INGELHEIM VETMEDICA, S.A. de C.V. (Мексика)";"БЕРИНГЕР ИНГЕЛЬХАЙМ ООО (Россия)"
"ВОЛЬВАК® ND Conc. KV (VOLVAC® ND Conc. KV)";"BOEHRINGER INGELHEIM VETMEDICA GmbH (Германия)";"BOEHRINGER INGELHEIM VETMEDICA, S.A. de C.V. (Мексика)";"БЕРИНГЕР ИНГЕЛЬХАЙМ ООО (Россия)"
"ВОЛЬВАК® IBD MLV (VOLVAC® IBD MLV)";"BOEHRINGER INGELHEIM VETMEDICA GmbH (Германия)";"BOEHRINGER INGELHEIM VETMEDICA, S.A. de C.V. (Мексика)";"БЕРИНГЕР ИНГЕЛЬХАЙМ ООО (Россия)"
"ВОЛЬВАК® IB Mass MLV (VOLVAC® IB Mass MLV)";"BOEHRINGER INGELHEIM VETMEDICA GmbH (Германия)";"BOEHRINGER INGELHEIM VETMEDICA, S.A. de C.V. (Мексика)";"БЕРИНГЕР ИНГЕЛЬХАЙМ ООО (Россия)"
"8 В 1 ЭКСЕЛЬ ПИВНЫЕ ДРОЖЖИ (8 IN 1® EXCEL® BREWER'S YEAST) таб. 0.4 мг";"TETRA GmbH (Германия)";"8 in 1 Pet Products GmbH (Германия)";"8 in 1 Pet Products GmbH (Германия)"
"8 В 1 ЭКСЕЛЬ ПИВНЫЕ ДРОЖЖИ (8 IN 1® EXCEL® BREWER'S YEAST) таб. 2.1 мг";"TETRA GmbH (Германия)";"8 in 1 Pet Products GmbH (Германия)";"8 in 1 Pet Products GmbH (Германия)"
"8 В 1 ЭКСЕЛЬ МУЛЬТИВИТАМИНЫ ДЛЯ СОБАК МЕЛКИХ ПОРОД (8 IN 1® EXCEL® MULTI VITAMIN - SMALL BREED) таб.";"TETRA GmbH (Германия)";"8 in 1 Pet Products GmbH (Германия)";"8 in 1 Pet Products GmbH (Германия)"
"8 В 1 ЭКСЕЛЬ МОБАЙЛ ФЛЕКС ПЛЮС (8 IN 1® EXCEL® MOBILE FLEX(+))";"TETRA GmbH (Германия)";"8 in 1 Pet Products GmbH (Германия)";"8 in 1 Pet Products GmbH (Германия)"
"8 В 1 ЭКСЕЛЬ КАЛЬЦИЙ (8 IN 1® EXCEL® CALCIUM) таб.";"TETRA GmbH (Германия)";"8 in 1 Pet Products GmbH (Германия)";"8 in 1 Pet Products GmbH (Германия)"
"8 В 1 ЭКСЕЛЬ ГЛЮКОЗАМИН+МСМ (8 IN 1 EXCEL GLUCOSAMINE+MSM) таб.";"TETRA GmbH (Германия)";"8 in 1 Pet Products GmbH (Германия)";"8 in 1 Pet Products GmbH (Германия)"
"8 В 1 ЭКСЕЛЬ ГЛЮКОЗАМИН (8 IN 1 EXCEL GLUCOSAMINE) таб.";"TETRA GmbH (Германия)";"8 in 1 Pet Products GmbH (Германия)";"8 in 1 Pet Products GmbH (Германия)"
"БИОСЕПТИН (BIOSEPTIN)";"ООО НПФ ""Исследовательский центр"" (Россия)";"ООО НПФ ""Исследовательский центр"" (Россия)";"НПФ ""Исследовательский центр"" ООО (Россия)"
"ВЕТОМ 4 (VETOM 4)";"ООО НПФ ""Исследовательский центр"" (Россия)";"ООО НПФ ""Исследовательский центр"" (Россия)";"НПФ ""Исследовательский центр"" ООО (Россия)"
"ВЕТОМ 3 (VETOM 3)";"ООО НПФ ""Исследовательский центр"" (Россия)";"ООО НПФ ""Исследовательский центр"" (Россия)";"НПФ ""Исследовательский центр"" ООО (Россия)"
"ВЕТОМ 2 (VETOM 2)";"ООО НПФ ""Исследовательский центр"" (Россия)";"ООО НПФ ""Исследовательский центр"" (Россия)";"НПФ ""Исследовательский центр"" ООО (Россия)"
"ВЕТОМ 1.1 (VETOM 1.1)";"ООО НПФ ""Исследовательский центр"" (Россия)";"ООО НПФ ""Исследовательский центр"" (Россия)";"НПФ ""Исследовательский центр"" ООО (Россия)"
"ГЛИКОПИН® (GLIKOPIN®) таб.";"ПЕПТЕК АО (Россия)";"ПЕПТЕК АО (Россия)";"ПЕПТЕК АО (Россия)"
"ФОРВЕТ® (FORVET) раствор д/инъекций";"Национальная Исследовательская Компания (Россия)";"НВЦ Агроветзащита С-П (Россия)";"Национальная исследовательская компания ООО (Россия)"
"АСД фракция 2 (ASD fraction 2)";"АРМАВИРСКАЯ БИОФАБРИКА ФКП (Россия)";"АРМАВИРСКАЯ БИОФАБРИКА ФКП (Россия)";"Торговый Дом Гудмэн ООО (Россия)"
"ВЕЛЕС 6.59 (VELES 6.59)";"ООО НПФ ""Исследовательский центр"" (Россия)";"ООО НПФ ""Исследовательский центр"" (Россия)";"НПФ ""Исследовательский центр"" ООО (Россия)"
"ФОРТЕКОР® ТАБЛЕТКИ (FORTEKOR® TABLETS) таб. 5 мг";"ЭЛАНКО РУС ООО (Россия)";"ELANCO FRANCE SAS (Франция)";"ЭЛАНКО РУС ООО (Россия)"
"ФОРТЕКОР® ТАБЛЕТКИ (FORTEKOR® TABLETS) таб. 20 мг";"ЭЛАНКО РУС ООО (Россия)";"ELANCO FRANCE SAS (Франция)";"ЭЛАНКО РУС ООО (Россия)"
"ПРАК-ТИК® (PRAC-TIC®) раствор д/наружного применения";"ЭЛАНКО РУС ООО (Россия)";"DOTTIKON EXCLUSIVE SYNTHESIS AG (Швейцария)";"ЭЛАНКО РУС ООО (Россия)"
"ИММУНОФАН® (IMMUNOFAN) раствор д/инъекций";"НПП БИОНОКС ООО (Россия)";"НПП БИОНОКС ООО (Россия)";"БИОНОКС НПП ООО (Россия)"
