"ФЛУБАКТИН® 10% (FLUBACTIN® 10%)";"705-3-12.12-0765 № ПВИ-3-1.1/00711 от 06.06.12"
"ФЛИМАБЕНД (FLIMABEND)";"705-3-25.13-1649 № ПВИ-3-25.13/04111 от 15.11.13"
"ФИПРИСТ® СПОТ ОН (FYPRYST® SPOT ON) раствор д/наружного применения";"705-3-14.15-3012 № ПВИ-3-8.0/03272 от 19.02.16"
"ЭНРОКСИЛ® МАКС (ENROXIL® MAX) раствор д/инъекций";" 705-3-14.15-2993 № ПВИ-3-7.0/03271 от 04.02.16"
"ГЕНТАМИЦИН ПОРОШОК (GENTAMICIN PULVIS)";"705-3-30.12-1091 № ПВИ-3-2.2/00997 от 25.10.12"
"ТИАВАЛТ® (TYAWALT®)";"705-3-16.12-3150 № ПВИ-3-16.12/03794 от 21.04.16"
"РИКАРФА® ТАБЛЕТКИ СО ВКУСОМ МЯСА (RYCARFA® TABLETS WITH MEAT FLAVOUR) 20 мг";"705-3-10.15-2869 № ПВИ-3-6.0/03201 от 20.11.15"
"РИКАРФА® ТАБЛЕТКИ СО ВКУСОМ МЯСА (RYCARFA® TABLETS WITH MEAT FLAVOUR) 50 мг";"705-3-10.15-2869 № ПВИ-3-6.0/03201 от 20.11.15"
"РИКАРФА® ТАБЛЕТКИ СО ВКУСОМ МЯСА (RYCARFA® TABLETS WITH MEAT FLAVOUR) 100 мг";"705-3-10.15-2869 № ПВИ-3-6.0/03201 от 20.11.15"
"МИЗОКСИН (MISOXIN)";"528-3-23.11-0543 № ПВИ-3-23.11/03633 от 18.01.12"
"МАРФЛОКСИН® 10% РАСТВОР ДЛЯ ИНЪЕКЦИЙ (MARFLOXIN® 10% SOLUTION FOR INJECTION) раствор д/инъекций";"705-3-5.14-3149 № ПВИ-3-5.14/04273 от 21.04.16"
"МАРФЛОКСИН® 2% РАСТВОР ДЛЯ ИНЪЕКЦИЙ (MARFLOXIN® 2% SOLUTION FOR INJECTION) раствор д/инъекций";"№ РК-ВП-4-3160-16 от 11.07.16"
"МАРФЛОКСИН® ТАБЛЕТКИ (MARFLOXIN® TABLETS) 5 мг";"705-3-4.14-3228 № ПВИ-3-4.14/04275 от 09.06.16"
"МАРФЛОКСИН® ТАБЛЕТКИ (MARFLOXIN® TABLETS) 20 мг";"705-3-4.14-3228 № ПВИ-3-4.14/04275 от 09.06.16"
"МАРФЛОКСИН® ТАБЛЕТКИ (MARFLOXIN® TABLETS) 80 мг";"705-3-4.14-3228 № ПВИ-3-4.14/04275 от 09.06.16"
"АМАТИБ 80% ВОДОРАСТВОРИМЫЙ ПОРОШОК (AMATIB 80% WATER SOLUBLE POWDER)";"705-3-3.15-2857 № ПВИ-3-3.15/04533 от 10.11.15"
"ДЕХИНЕЛ® ПЛЮС (DEHINEL® PLUS)";" 705-3-6.13-3148 № ПВИ-3-3.7/02282 от 21.04.16"
"ДЕХИНЕЛ® ПЛЮС ТАБЛЕТКИ СО ВКУСОМ МЯСА (DEHINEL® PLUS TABLETS WITH MEAT FLAVOUR)";" 705-3-1.16-3106 № ПВИ-3-1.16/03380 от 12.04.16"
"ТОЛТАРОКС® (TOLTAROX®)";"705-3-10.15-2850 № ПВИ-3-6.0/03208 от 10.11.15"
"ЛАВЕТА СУПЕР ДЛЯ СОБАК (LAVETA SUPER FOR DOG) жидкость";"№ ПВИ-2-4.5/01835 от 13.01.12"
"ЭКОЦИД (ECOCID)";"№ RU.77.99.88.002.E.004774.03.15 от 18.03.15"
"ЛАКТИС ЗОО (LACTIS ZOO) жидкость";"№ РОСС JP.АГ98.Д24193 от 04.02.14"
"ВОЛЬВАК® AE+FP MLV (VOLVAC® AE+FP MLV) лиофилизат д/пригот. р-ра д/инъекций";"276-1-3.15-2572 № ПВИ-1-3.15/04520 от 09.04.15"
"ЭНТЕРИЗОЛ® ИЛЕИТИС (ENTERISOL® ILEITIS)";" 276-1-4.15-2776 № ПВИ-1-10.9/03020 от 14.09.15"
"ВЕТМЕДИН® капсулы (VETMEDIN® capsules) капсулы 1.25 мг";" 276-3-25.13-1750 № ПВИ-3-25.13/04159 от 25.12.13"
"ВЕТМЕДИН® капсулы (VETMEDIN® capsules) капсулы 2.5 мг";" 276-3-25.13-1750 № ПВИ-3-25.13/04159 от 25.12.13"
"ВЕТМЕДИН® капсулы (VETMEDIN® capsules) капсулы 5 мг";" 276-3-25.13-1750 № ПВИ-3-25.13/04159 от 25.12.13"
"ВЕТМЕДИН® капсулы (VETMEDIN® capsules) капсулы 10 мг";" 276-3-25.13-1750 № ПВИ-3-25.13/04159 от 25.12.13"
"ВЕТМЕДИН® (VETMEDIN®) 1.25 мг";" 276-3-10.16-3400 № ПВИ-3-25.13/04158 от 08.09.16"
"ВЕТМЕДИН® (VETMEDIN®) 2.5 мг";" 276-3-10.16-3400 № ПВИ-3-25.13/04158 от 08.09.16"
"ВЕТМЕДИН® (VETMEDIN®) 5 мг";" 276-3-10.16-3400 № ПВИ-3-25.13/04158 от 08.09.16"
"БЕАФАР ОШЕЙНИК ИНСЕКТОАКАРИЦИДНЫЙ ДЛЯ КОШЕК (BEAPHAR FLEA & TICK COLLAR FOR CAT)";"528-3-7.12-0828 № ПВИ-3-2.1/00752 от 27.06.12"
"БЕАФАР ОШЕЙНИК ИНСЕКТОАКАРИЦИДНЫЙ ДЛЯ СОБАК (BEAPHAR FLEA & TICK COLLAR FOR DOG)";"528-3-7.12-0829 № ПВИ-3-2.1/00751 от 27.06.12"
"БЕАФАР ОШЕЙНИК ИНСЕКТОАКАРИЦИДНЫЙ ДЛЯ СОБАК И КОШЕК С.О.С. (BEAPHAR FLEA & TICK COLLAR FOR DOG AND CAT S.O.S.)";" 528-3-8.14-2179 № ПВИ-3-3.9/02740 от 19.08.14"
"ЭНРОМАГ® (ENROMAG) раствор д/инъекций 50 мг";"77-3-18.12-0947 № ПВР-3-2.7/01959 от 31.08.12"
"ЭНРОМАГ® (ENROMAG) раствор д/инъекций 100 мг";"77-3-18.12-0947 № ПВР-3-2.7/01959 от 31.08.12"
"ЭНДОМЕТРАМАГ-БИО® (ENDOMETRAMAG-BIO)";"77-3-20.11-0490 № ПВР-3-20.11/02773 от 15.11.11"
"ЦИПРОМАГ®-О (CIPROMAG-O)";"№ ПВР-3-8.1/02714 от 14.07.16"
"ЦЕФТИМАГ® (CEFTIMAG) сусп. д/инъекций";"77-3-1.14-1853 № ПВР-3-1.14/03000 от 19.03.14"
"ФОЛЛИМАГ® (FOLLIMAG) лиофилизат д/пригот. р-ра д/инъекций 500";"77.3-2.12-0606 № ПВР-3-2.5/01387 от 26.03.12"
"ФОЛЛИМАГ® (FOLLIMAG) лиофилизат д/пригот. р-ра д/инъекций 1000";"77.3-2.12-0606 № ПВР-3-2.5/01387 от 26.03.12"
"СУПРИМИЦИН® (SUPRIMYCIN) раствор д/инъекций";"77-3-4.14-2043 № ПВР-3-11.8/02344 от 25.06.14"
"ПНЕВМОСТОП® (PNEUMOSTOP) раствор д/инъекций";"77-3-13.11-0438 № ПВР-3-13.11/02760 от 30.09.11"
"ПИГУЛИН® (PIGULIN®) 1 доза";"77-3-29.13-1753 № ПВР-3-5.8/02232 от 25.12.13"
"ПИГУЛИН® (PIGULIN®) 5 доз";"77-3-29.13-1753 № ПВР-3-5.8/02232 от 25.12.13"
"МИКСОФЕРОН® РАСТВОР ДЛЯ ИНЪЕКЦИЙ (MIXOFERON® SOLUTIO PRO INJECTIONIBUS) раствор д/инъекций 5 доз";"№ ПВР-3-1.0/02524 от 11.06.15"
"МИКСОФЕРОН® РАСТВОР ДЛЯ ИНЪЕКЦИЙ (MIXOFERON® SOLUTIO PRO INJECTIONIBUS) раствор д/инъекций 10 доз";"№ ПВР-3-1.0/02524 от 11.06.15"
"МЕТРАМАГ® (METRAMAG) раствор д/инъекций";"77-3-2.13-1323 № ПВР-3-7.7/02051 от 21.03.13"
"МАГЭСТРОФАН® (MAGESTROFAN) раствор д/инъекций";"77-3-2.12-0605 № ПВР-3-1.0/00316 от 26.03.12"
"МАГКОЛИСТИН® (MAGCOLISTIN) раствор д/перорального применения";"№ ПВР-3-8.11/02717 от 01.08.16"
"КОМУЛИН (COMULIN) раствор д/инъекций";"77-3-29.11-0564 № ПВР-3-29.11/02815 от 28.02.12"
"ДОКСИМАГ®-О (DOXYMAG-O)";"77-3-32.13-1754 № ПВР-3-5.7/02270 от 25.12.13"
"БРОМКОЛИН®-О (BROMCOLIN-O) раствор д/перорального применения";"77-3-2.13-1256 № ПВР-3-2.13/02901 от 26.02.13"
"БАКТИМАГ-О® (BACTIMAG-O) раствор д/перорального применения";"77-3-25.13-1555 № ПВР-3-25.13/02956 от 04.10.13"
"АЦИЛОМАГ® (ACILOMAG) сусп. д/инъекций";"77-3-36.12-1257 № ПВР-3-36.12/02902 от 26.02.13"
"АМОКСИМАГ® (AMOXIMAG) сусп. д/инъекций";" № ПВР-3-3.1/02703 от 27.06.16"
"АРГУМИСТИН® (ARGUMISTIN®) раствор д/приема внутрь и местного применения 0.001%";"01-3-14.14-3072 № ПВР-3-14.14/03088 от 16.03.16"
"АРГУМИСТИН® (ARGUMISTIN®) раствор д/приема внутрь и местного применения 0.005%";"01-3-14.14-3072 № ПВР-3-14.14/03088 от 16.03.16"
"ЭЛЬВИТА-УДИВИТ (ALVITA-UDIVIT)";"77-3-9.14-2315 № ПВР-3-10.8/02341 от 09.10.14"
"СОМАТИК-ЭКСПЕРТ (SOMATIC-EXPERT)";"ТУ BY 790624352/022-2013 от 24.05.13"
"ЦИФЛОН (CIFLON) раствор д/наружного применения";"№ 4591-10-14 БС ПА от 16.06.14"
"ФЛУКСИРОЛ (FLUXIROL) раствор д/инъекций";"№ 4818-10-15 БПХ-Ф от 13.03.15"
"ТЕТРАВИТФЕРОН-Б (TETRAVITFERON-B) раствор д/инъекций";"№ 3602-10-11 БПХ-Ф от 04.08.11"
"УТЕРОФУР (UTEROFUR) сусп. д/инъекций";"№ 4672-10-14 БА от 06.11.14"
"РЕЦЕФУР (RECEFUR) сусп. д/инъекций";"№ 4460-10-14 БА от 31.03.14"
"ПЕНОЦЕФУР (PENOCEFUR)";"№ 4461-10-14 БА от 31.03.14"
"ИНТЕРФЕРОН СВИНОЙ РЕКОМБИНАНТНЫЙ (RECOMBINANT PORCINE INTERFERON) раствор д/инъекций";"№ 4949-10-15 БПХ-Ф от 15.07.15"
