Текущий вид;Текущая порода;Новый вид;Новая порода;id_species;id_breed;
собаки;смешанная;Собаки;Метис;25;1039;
собаки;смитфильд-колли;Собаки;Смитфилд (Колли Смитфилда);25;951;
собаки;спиноне;Собаки;ИТАЛЬЯНСКИЙ СПИНОНЕ ;25;953;
собаки;среднеазиатская овчарка;Собаки;Среднеазиатская овчарка;25;698;
собаки;средний шнауцер;Собаки;Средний шнауцер (черный);25;1008;
собаки;стародатская легавая;Собаки;Гаммель данск хонсехунд;25;957;
собаки;стафордширский бультерьер;Собаки;СТАФФОРДШИРСКИЙ БУЛЬТЕРЬЕР ;25;958;
собаки;суссекс-спаниель;Собаки;САССЕКС СПАНИЕЛЬ ;25;674;
собаки;тазы (среднеазиатская борзая);Собаки;Тазы (Казахская борзая);25;623;
собаки;тайган, киргизская борзая;Собаки;Тайган (Киргизская борзая);25;841;
собаки;тай риджбек;Собаки;Тайский риджбек;25;691;
собаки;такса гладкошерстная;Собаки;Такса гладкошерстная;25;587;
собаки;такса длинношерстная;Собаки;Такса длинношерстная;25;999;
собаки;такса жесткошерстная;Собаки;Такса жесткошерстная;25;656;
собаки;такса кроличья;Собаки;Такса кроличья;25;1033;
собаки;такса миниатюрная;Собаки;Такса миниатюрная г;25;885;
собаки;такса стандартная;Собаки;ТАКСА ;25;956;
собаки;тибетский мастиф;Собаки;Тибетский мастиф (до-хи, тибетский дог);25;592;
собаки;тибетский спаниель;Собаки;ТИБЕТСКИЙ СПАНИЕЛЬ ;25;962;
собаки;тибетский терьер;Собаки;ТИБЕТСКИЙ ТЕРЬЕР ;25;675;
собаки;той-пудель;Собаки;ТОЙ ПУДЕЛЬ ;25;639;
собаки;той-терьер;Собаки;Той терьер;25;1004;
собаки;тоса ину;Собаки;Тоcа-Ину;25;964;
собаки;уест-хайланд-уайт-терьер;Собаки;ВЕСТ ХАЙЛЕНД ВАЙТ ТЕРЬЕР ;25;738;
собаки;уипет;Собаки;УИППЕТ ;25;1003;
собаки;фален, континентальный той-спаниель;Собаки;КОНТИНЕНТАЛЬНЫЙ ТОЙ СПАНИЕЛЬ ФАЛЕН;25;846;
собаки;фараоновая собака;Собаки;ФАРАОНОВА СОБАКА ;25;966;
собаки;фила бразилейру (бразильский мастиф);Собаки;Фила бразилейро;25;690;
собаки;фильд спаниель;Собаки;ФИЛД СПАНИЕЛЬ ;25;967;
собаки;финская лайка;Собаки;Карело-Финская лайка;25;1018;
собаки;финский шпиц;Собаки;ФИНСКИЙ ШПИЦ ;25;1019;
собаки;фландрский бувье;Собаки;ФЛАНДЕРСКИЙ БУВЬЕ ;25;617;
собаки;фокстерьер гладкошерстный;Собаки;ФОКСТЕРЬЕР ГЛАДКОШЕРСТНЫЙ ;25;998;
собаки;фокстерьер жесткошерстный;Собаки;ФОКСТЕРЬЕР ЖЕСТКОШЕРСТНЫЙ ;25;628;
собаки;французская гончая;Собаки;Французская черно-пегая гончая;25;968;
собаки;французский бульдог;Собаки;Французский бульдог;25;586;
собаки;французский эпаньоль;Собаки;Французский спаниель;25;969;
собаки;француский бульдог;Собаки;Французский бульдог;25;1152;
собаки;ханаанская собака;Собаки;Ханаанская собака;25;972;
собаки;хаски антарктическая;Собаки;ХАСКИ;25;593;
собаки;ховаварт;Собаки;Ховаварт;25;572;
собаки;хорватская овчарка;Собаки;Хорватская овчарка;25;974;
собаки;хортая;Собаки;Хортая борзая;25;975;
собаки;цвергпинчер;Собаки;ЦВЕРГПИНЧЕР ;25;1002;
собаки;цвергшнауцер;Собаки;ЦВЕРГШНАУЦЕР ;25;697;
собаки;цвергшпиц ;Собаки;Цвергшпиц;25;1042;
собаки;чау-чау;Собаки;ЧАУ ЧАУ ;25;591;
собаки;черный терьер;Собаки;Русский черный терьер;25;973;
собаки;чесапик бей ретривер;Собаки;ЧЕСАПИК БЭЙ РЕТРИВЕР ;25;650;
собаки;чехословацкий влчак;Собаки;Чехословацкий влчак;25;1040;
собаки;чешский терьер;Собаки;Чешский терьер;25;978;
собаки;чинук;Собаки;Чинук (chinook);25;980;
собаки;чихуахуа;Собаки;ЧИХУАХУА ;25;624;
собаки;чи-хуа-хуа;Собаки;ЧИХУАХУА ;25;1160;
собаки;шарпей;Собаки;ШАР ПЕЙ ;25;996;
собаки;шарпланинская овчарка;Собаки;Шарпланинская овчарка (Македонская овчарка);25;981;
собаки;швейцарская овчарка;Собаки;Белая швейцарская овчарка;25;1017;
собаки;шелти;Собаки;ШЕЛТИ ;25;1139;
собаки;шельти;Собаки;ШЕЛТИ ;25;669;
собаки;шиллерстёваре;Собаки;Гончая шиллера;25;797;
собаки;шипперке;Собаки;Шипперке (3-5 кг);25;665;
собаки;ши-тцу;Собаки;ШИ ТЦУ;25;670;
собаки;шотландский терьер;Собаки;СКОТЧ ТЕРЬЕР ;25;666;
собаки;шпиц;Собаки;Шпиц;25;1009;
собаки;Щвейцарский зенненхунд;Собаки;Большой швейцарский зенненхунд;25;1151;
собаки;энтлебухер зенненхунд;Собаки;Эллинский икнилатис (энтлебухер зенненхунд);25;1020;
собаки;эрдельтерьер;Собаки;ЭРДЕЛЬТЕРЬЕР ;25;683;
собаки;эскимосская лайка;Собаки;Канадская эскимосская собака (Эскимосская лайка);25;986;
собаки;эстонская гончая;Собаки;Эстонская гончая;25;987;
собаки;югославская грехцветная гончая;Собаки;Югославский трехцветный гонич;25;988;
собаки;южнорусская овчарка;Собаки;Южнорусская овчарка;25;671;
собаки;ягдтерьер;Собаки;Ягд-терьер;25;595;
собаки;японский стерьер;Собаки;Японский терьер (Нихон терьер);25;990;
собаки;японский хин;Собаки;Японский Хин;25;693;
собаки;японский шпиц;Собаки;Японский шпиц;25;1014;
собаки;;Собаки;;25;;
тигр;амурский;Хищные;Амурский тигр (Panthera tigris altaica);26;1032;
улитки;;Моллюски;;27;;
хомяки;бежевый (кремовый) золотистый хомяк;Грызуны;Хомяк золотистый, бежевый, кремовый (Cricetinae);29;1022;
хомяки;джунгарский карликовый хомяк;Грызуны;Джунгарский хомяк (Phodopus sungorus);29;1023;
хомяки;длинношерстный золотистый хомяк (ангорский тип);Грызуны;Хомяк золотистый, длинношерстный, ангорский (Cricetinae);29;1024;
хомяки;обычный золотистый хомяк;Грызуны;Хомяк золотистый, обыкновенный (Cricetinae);29;1026;
хомяки;русский хомяк;Грызуны;Хомяк русский (Cricetinae);29;1028;
хомяки;;Грызуны;Хомяк (Cricetinae);29;;
хорьки;домашний;Хорьки;Хорек домашний;30;1030;
хорьки;;Хорьки;;30;;
шиншила;короткошерстная;Грызуны;Шиншиллы короткошёрстные (Chinchilla);31;1031;
шиншила;;Грызуны;Шиншиллы (Chinchilla);31;;
